Time,X_actual,Y_actual,Z_actual,X_desired,Y_desired,Z_desired
-0.0972577383778364,-0.11244232238712,5.56191032785455e-13,-0.376490967119061,-0.112390570289718,0,-0.376405060693259
-0.0981482708317291,-0.112948120290849,4.92069666760259e-13,-0.376551522982438,-0.112894937729882,0,-0.376466154417845
-0.0558537875481396,-0.113377029408007,1.68798921001116e-13,-0.376606167778437,-0.113329078550759,0,-0.376519016936872
-0.0185535451719081,-0.113798735420928,-2.11343369517965e-13,-0.376661614350577,-0.113759020620538,0,-0.376571620003022
-0.00404469678957263,-0.114374709109279,-4.20428239487058e-13,-0.376735806093522,-0.114342069056914,0,-0.37664335715544
-0.0152754707887434,-0.114872200449193,-1.99049897413524e-13,-0.376796490602153,-0.114837706762059,0,-0.37670470430062
-0.06896902070516,-0.115329003859351,2.3638850186682e-13,-0.376849468127212,-0.115286468204209,0,-0.376760539612592
-0.102325929147691,-0.115811093018843,6.32255586544496e-13,-0.376905070591917,-0.115758864357736,0,-0.376819614569071
-0.107435294833697,-0.116329904618276,6.66718497036447e-13,-0.376968262929411,-0.116273540863155,0,-0.376884327088511
-0.0716468519023945,-0.116749703580012,3.47640683438675e-13,-0.377023248197544,-0.116697400571647,0,-0.37693789599055
-0.0248179484664457,-0.117154918748666,-9.2560036875241e-14,-0.377078766260915,-0.117111047518325,0,-0.376990414575931
-0.00257908921051159,-0.117634240247752,-4.23840149033433e-13,-0.377144134625082,-0.117599039100482,0,-0.37705267861589
-0.00556772864861697,-0.118151505125774,-3.35693647933968e-13,-0.377211255402704,-0.118117872430294,0,-0.377119242733842
-0.049527703846199,-0.118600859242211,6.90933998963073e-14,-0.377266166718927,-0.118561074121951,0,-0.377176402525996
-0.0928171217086475,-0.119055775155426,5.27817644173778e-13,-0.377320363586898,-0.119006421356668,0,-0.377234117381298
-0.108502011967296,-0.119503244715369,7.32292425181495e-13,-0.377375307882922,-0.119447271561314,0,-0.377291525153599
